Target,Model,Method,Mean_diff_abs,Var_mean,Std_mean
pygm,GAT,gnnexplainer,0.026733499765396185,0.01274352734908455,0.11244385764002796
pygm,GIN,attention,0.5960640504956245,0.16011318415403364,0.3706109106540679
pygm,GIN,gnnexplainer,0.06783825159072876,0.012513395212590601,0.11023894026875489
pyrd,GAT,attention,0.8858812823891639,0.41628197580575943,0.6274037063121796
pyrd,GAT,gnnexplainer,0.01744378209114078,0.014025622792541902,0.11836630851030346
pyrd,GIN,attention,0.17014243602752688,0.6960928231477737,0.7928084611892701
pyrd,GIN,gnnexplainer,0.12066082358360292,0.0101208538282662,0.09901570230722424
reni,GAT,attention,0.22825808525085445,0.6760511927306652,0.73153315782547
reni,GAT,gnnexplainer,0.016360151767730702,0.0123884656466543,0.11073374375700945
reni,GIN,attention,0.31607999801635744,0.604090278595686,0.6349596977233887
reni,GIN,gnnexplainer,0.11645016670227054,0.0092585409525781,0.09502702020108694
rock1,GAT,attention,0.7657018002122641,0.1855019465088844,0.4186866149306297
rock1,GAT,gnnexplainer,0.017868793010711703,0.0140314390882849,0.11827341541647904
rock1,GIN,attention,0.8590747684240341,0.32808695286512374,0.5449400901794433
rock1,GIN,gnnexplainer,0.08380135893821722,0.011908199125900801,0.10746737867593764
rxra,GAT,attention,0.8335679830051959,0.2326697394251823,0.4716933697462081
rxra,GAT,gnnexplainer,0.06928033232688902,0.0108346964232623,0.10386039167642591
rxra,GIN,attention,0.6981307312846183,0.22900721617043016,0.4655281603336334
rxra,GIN,gnnexplainer,0.03215992450714117,0.0115759253967553,0.10673678591847416
sahh,GAT,attention,0.769761687517166,0.1029456557705998,0.29215651452541347
sahh,GAT,gnnexplainer,0.02766320109367365,0.0126726909540593,0.11223724260926245
sahh,GIN,attention,0.9979435265064238,0.15090632438659665,0.3729798600077629
sahh,GIN,gnnexplainer,0.0046526551246643955,0.0130109122488647,0.1134560689330101
src,GAT,attention,0.5683424979448318,0.3784831941127777,0.5877733349800109
src,GAT,gnnexplainer,0.037686496973037775,0.014250677637755851,0.1190285615622997
src,GIN,attention,0.4353729337453841,0.2204284120351076,0.41854604780673976
src,GIN,gnnexplainer,0.010069078207015969,0.013498866651207149,0.1159898035228252
tgfr1,GAT,attention,0.8542755775153636,0.30603500157594676,0.524988442659378
tgfr1,GAT,gnnexplainer,0.06094619035720822,0.0128497692756354,0.1130509383976459
tgfr1,GIN,attention,0.54213627576828,0.7743700079619884,0.6975233495235443
tgfr1,GIN,gnnexplainer,0.11355368494987494,0.0113260380458086,0.10430731400847429
thb,GAT,attention,0.002877426147460671,0.1499385271221399,0.35425748080015174
thb,GAT,gnnexplainer,0.059920644760131814,0.01084521547891195,0.1030971631407737
thb,GIN,attention,0.28074743747711217,0.49700429402291774,0.5998155772686005
thb,GIN,gnnexplainer,0.11533918976783747,0.0110366080421954,0.1037527285516262
thrb,GAT,attention,0.17429810762405407,0.59188764244318,0.6976592093706131
thrb,GAT,gnnexplainer,0.025467032194137595,0.013582245726138299,0.11595031321048735
thrb,GIN,attention,0.6291720464825629,0.3355611681938171,0.5306019574403763
thrb,GIN,gnnexplainer,0.11892886161804206,0.0100669050123542,0.09815909117460245
try1,GAT,attention,0.14154043197631805,1.4555853463709354,1.0677876830101014
try1,GAT,gnnexplainer,0.0268781960010529,0.013446863088756748,0.11572621166706085
try1,GIN,attention,0.007149028778076105,1.2460202284157276,0.9791904598474502
try1,GIN,gnnexplainer,0.09960098862648015,0.0114123512525111,0.10540230274200435
tryb1,GAT,attention,0.8874968081712722,0.43838685788214204,0.5592881441116333
tryb1,GAT,gnnexplainer,0.07292407751083374,0.013004506099969101,0.11357499659061429
tryb1,GIN,attention,0.6771340265870094,0.26741563268005847,0.4301884114742278
tryb1,GIN,gnnexplainer,0.13158689141273494,0.00932667662855235,0.0920932926237583
tysy,GAT,attention,0.4516393780708311,0.27041350193321706,0.47905186414718626
tysy,GAT,gnnexplainer,0.05695768594741818,0.01312096714973445,0.1143570818006992
tysy,GIN,attention,0.3930211186408996,0.2759206375107169,0.48071973621845243
tysy,GIN,gnnexplainer,0.013342821598053,0.013414638675749251,0.11569245457649224
urok,GAT,attention,0.04481763839721675,1.1735067021101713,0.9520011797547341
urok,GAT,gnnexplainer,0.035712140798568714,0.0103330388665199,0.10067415088415141
urok,GIN,attention,0.06761754155159,0.4220771645195782,0.5344411879777908
urok,GIN,gnnexplainer,0.09297148585319526,0.0102324928622692,0.1004145115613937
vgfr2,GAT,attention,0.8506746292114258,0.17400210388004775,0.40450051724910735
vgfr2,GAT,gnnexplainer,0.048310148715972945,0.01286361590027805,0.112822463363409
vgfr2,GIN,attention,0.4840710312128066,0.06362300775945184,0.23783604428172112
vgfr2,GIN,gnnexplainer,0.11081144809722909,0.01081610308028755,0.10207785516977305
wee1,GAT,attention,0.8436421167105436,0.2414913959801197,0.47405246943235396
wee1,GAT,gnnexplainer,0.09941092729568479,0.010956084099598199,0.10109351053833959
wee1,GIN,attention,0.007507920265197754,0.5062206417322159,0.6620795398950576
wee1,GIN,gnnexplainer,0.03028373718261712,0.01550285844132295,0.12437873780727385
xiap,GAT,attention,0.2674266457557678,0.06140416208654635,0.2322687678039074
xiap,GAT,gnnexplainer,0.000715458393096946,0.0108138907235115,0.10354024991393085
xiap,GIN,attention,0.32282934784889217,0.1801712844520807,0.4000397175550461
xiap,GIN,gnnexplainer,0.027288079261779785,0.0125078692100942,0.1111054867506027
